Div,Ticker
1.72,ABR
1.72,AUB-A
1.72,FSMK
1.72,SOBS
1.719,HBANL
1.719,SACC
1.71876,WTFCP
1.71875,GNL-B
1.71875,NYMTL
1.71875,RILYP
1.71875,TRTN-D
1.71875,UCB-I
1.717536,IMO
1.713928,GTMEY
1.7097,SAXPF
1.707284,SSREY
1.7066,SFSVF
1.7,UDR
1.7,FE
1.7,UTL
1.7,CSHX
1.6964,GTMEF
1.696,CWEN.A
1.696,CWEN
1.688,MGRE
1.688,OXLCL
1.688,PNFPP
1.6876,ECCW
1.6875,AFSIA
1.6875,AHH-A
1.6875,BHFAO
1.6875,CHSCM
1.6875,ECC-D
1.6875,EFC-A
1.6875,FGBIP
1.6875,ICR-A
1.6875,PMT-C
1.6875,WSBCP
1.6857,SFFYF
1.6854063,VLVLY
1.685,OGE
1.6813237,PHI
1.68,UNM
1.68,SF
1.68,PFE
1.68,CFG
1.68,NOG
1.68,CAC
1.68,BCSF
1.68,BC
1.68,CPZ
1.68,HBSI
1.68,PSBD
1.68,QQQX
1.6796,NISRF
1.6776,RSF
1.67592,EBBGF
1.67592,ENB-V:CA
1.6728,NYUKF
1.6726,IGPFF
1.672,ECCX
1.67076,EBGEF
1.67076,ENB.PF.V:CA
1.67,REXR
1.67,NMAI
1.668206,SLNLY
1.6676,BGH
1.6629,MYTHF
1.6624,DNDPF
1.662234,MYTHY
1.66,HASI
1.6582,DCCPF
1.656252,ANG-B
1.656252,GOODN
1.656252,OAK-A
1.65625,CIO-A
1.65625,FHN-B
1.65625,TDS-U
1.65625,TDSUP
1.65624,CLDT-A
1.65624,PRIF-F
1.656,ASBA
1.656,HTD
1.6538,AGESF
1.65,WCC
1.65,BHFAP
1.65,FHN-C
1.65,FPF
1.6498,KMAAF
1.649778,YMZBY
1.648809,WWNTY
1.648,TPDNF
1.6459964,KUBTY
1.6449,TCHBF
1.643272,CKISY
1.6426,BMRMF
1.64,SXT
1.64,KRP
1.64,KGS
1.64,SLRC
1.64,OZK
1.64,SOME
1.64,WTFCM
1.6375,OAK-B
1.637492,SBKFF
1.637209,IKTSY
1.6362124,BCH
1.632,NIUWF
1.632,RNP
1.6316592,SU
1.6316,DINRF
1.63133,FTCFF
1.63,NRG
1.6297,ERMAF
1.629168,MS-I
1.6284,UPMKF
1.628,RBCAA
1.627103,AAVMY
1.625004,ECCC
1.625004,ECCPP
1.625,AGNCO
1.625,BPYPP
1.625,BWNB
1.625,CDR-C
1.625,EQC-D
1.625,F-D
1.625,FHN-E
1.625,KREF-A
1.625,MFA-C
1.625,MS-P
1.625,PYT
1.625,RC-E
1.625,RILYN
1.625,SLG-I
1.625,WBS-G
1.625,XFLT-A
1.623029,OSAGY
1.62225,EBLMY
1.62,BIP
1.62,MORN
1.62,BIPC
1.62,ALB
1.62,ASH
1.6196,HAFN
1.6184,FRRFF
1.616063,CBUMY
1.613985,VOPKY
1.6125,MER-K
1.61019,IGIFF
1.61019,CNQ
1.61019,PWCDF
1.6097,ALXWF
1.608,DBSDF
1.608,PTA
1.60665,UPMMY
1.6056,ABLGF
1.6056,EOI
1.6048,TRATF
1.604,GJP
1.6035304,BAESY
1.6028,VOPKF
1.60216,BSDGY
1.602,JRI
1.6019,MNHFF
1.6,WFC
1.6,AEM
1.6,LDOS
1.6,CRM
1.6,CSCO
1.6,ORCL
1.6,GSBC
1.6,UMBF
1.6,HWC
1.6,PEBO
1.6,AIG
1.6,WBS
1.6,HCI
1.6,KHC
1.6,AMAT
1.6,DHI
1.6,SNX
1.6,NKE
1.6,IFF
1.6,GNK
1.6,STNG
1.6,OLED
1.6,SJW
1.6,CBL
1.6,CSBB
1.6,DIMC
1.6,EFIN
1.6,FDBC
1.6,IVR
1.6,LYBC
1.6,MCI
1.6,PMT
1.5996,SILA
1.5996,SCM
1.597377,AMIGY
1.594,OPINL
1.59378,PEGRY
1.59376,CTO-A
1.59376,PEB-E
1.59376,PEB-G
1.59376,PRIF-L
1.59376,SITC-A
1.593756,BPOPO
1.59375,ABR-D
1.59375,ATH-C
1.59375,BPYPO
1.59375,RITM-C
1.59375,RJF-B
1.59375,UMH-D
1.5936,FLG-A
1.5887208,GWLIF
1.5875,ATH-A
1.586,JBK
1.58,IOSP
1.579252,ACGBY
1.575,PEB-F
1.574984,USB-H
1.572,IHG
1.572,LDP
1.57176,BNCDY
1.5710517,GSK
1.57,APTL
1.5693076,MET-A
1.563,HCXY
1.563,OXSQZ
1.562828,SHG
1.56256,GS-A
1.56256,GS-C
1.56252,AMH-H
1.56252,PRIF-G
1.5625,ABR-E
1.5625,ABR-F
1.5625,BPYPM
1.5625,EFC-B
1.5625,INN-E
1.5625,RC-C
1.5625,REGCP
1.5625,SF-B
1.5625,VLYPP
1.5624996,OXLCP
1.5624,TRTX-C
1.562,DHCNL
1.562,HTFC
1.5602,LSRCF
1.56,JHG
1.56,ITRN
1.56,RNR
1.56,CTAS
1.56,VRSK
1.56,TMO
1.56,FAST
1.56,OTIS
1.56,EFX
1.56,NKSH
1.56,DMO
1.56,EFC
1.56,KISB
1.56,MSB
1.5589,TRATY
1.55692,BML-J
1.5544,PSMMY
1.553,CEVMF
1.5516,ETG
1.55,TXNM
1.55,CRC
1.55,KEY-L
1.5468,RIV
1.546,GJS
1.54212,GS-D
1.54,SCL
1.54,WHF
1.54,RAND
1.539665,BICEY
1.5396,RNSHF
1.5379,CUYTF
1.537792,MOHCY
1.5368,SKKAF
1.5348,PDO
1.534794,MONDY
1.5319,MZTFF
1.53136,BML-H
1.531252,KEY-I
1.531252,SHO-H
1.531252,SNTHP
1.5312504,OCCIO
1.53125,AGNCP
1.53125,BFS-D
1.53125,SF-C
1.53124,PRIF-I
1.531,ATLCL
1.524006,ANSLY
1.5234,MSLOF
1.52308,BML-G
1.5211402,TYCMY
1.520244,STRNY
1.52,CTO
1.52,TPG
1.52,EXC
1.52,SNV
1.52,BAM
1.52,DD
1.52,WH
1.52,REPX
1.52,WAL
1.52,FCFS
1.52,MFIC
1.52,IBTX
1.52,SIGI
1.52,FABP
1.5192,VNRGF
1.51812,XNGSY
1.514372,CHHQY
1.512062,GIGNY
1.512,PSF
1.5114,BNGRF
1.5101,OTPBF
1.51,HP
1.50876,GBAB
1.508,GJT
1.5079,AIAGF
1.50464,BML-L
1.502696,GVDNY
1.5,AGX
1.5,HRB
1.5,PAYC
1.5,TJX
1.5,UGI
1.5,BSM
1.5,BAC-B
1.5,BFS-E
1.5,F-C
1.5,FITBP
1.5,FOTB
1.5,FTHY
1.5,GOODO
1.5,HIG-G
1.5,JPM-C
1.5,LANDO
1.5,LANDP
1.5,MBINN
1.5,MEGI
1.5,NSA-A
1.5,NSA-B
1.5,OXLCO
1.5,PCG-A
1.5,PLQC
1.5,PRIF-H
1.5,PRIF-J
1.5,RIV-A
1.5,SADL
1.5,SAT
1.5,SCCE
1.5,SOCGM
1.5,SOCGP
1.5,SPLP-A
1.5,SSSSL
1.5,TDS-V
1.5,TILCF
1.497,GJO
1.4948,ISJXF
1.491642,FNBKY
1.49,GJR
1.489861,AGRPY
1.4888,HINKF
1.4888,HKHHF
1.4885312,KEYUF
1.488,SCHW-D
1.4876945,ALIZY
1.4875,ANG-A
1.4875,GAM-B
1.48608,FRA
1.485,AZN
1.485,GECCO
1.4844,BIT
1.4828,VOYJF
1.482,HPF
1.482,HPI
1.48,KFY
1.48,UPBD
1.48,FR
1.48,AIT
1.48,UBSI
1.48,WSBC
1.48,FITB
1.48,SAIC
1.48,JCI
1.48,CPB
1.48,GHI
1.48,BHPLF
1.48,CIM
1.48,MPV
1.48,QNBC
1.48,RCBC
1.479996,STAG
1.4776,MNRHF
1.475,SR-A
1.47,ROST
1.469,CMSD
1.469,KMPB
1.4688,BWBBP
1.4688,REGCO
1.46876,AMH-G
1.468752,REXR-B
1.46875,ASB-E
1.46875,BAC-K
1.46875,INN-F
1.4685,BOIRF
1.46849328,LBLCF
1.466,AGASF
1.4653,IMYSF
1.46448,EBBNF
1.46448,ENB.PF.U:CA
1.46424,BAC-E
1.4642077,DNBBY
1.464,GDO
1.4629,MGDDF
1.4628,TMIUF
1.4625,DLR-K
1.4625,MS-K
1.462493,VLMTY
1.4619775,CHT
1.46178,EBKDY
1.4606094,UNCRY
1.46,EXPD
1.46,TCPC
1.458,KIO
1.4532,UCBJF
1.452414,CBLUY
1.452,BUI
1.45052,TFC-I
1.45,AMSF
1.45,DVN
1.45,HCBN
1.4497,MAOIF
1.4489,KNCRF
1.4479744,ZIONP
1.4462364,NVO
1.4439,DNBBF
1.44336,BGT
1.44,SRCE
1.44,MBWM
1.44,COLB
1.44,FIS
1.44,SBSI
1.44,LNN
1.44,FNV
1.44,XYL
1.44,TTC
1.44,LRFC
1.44,CION
1.44,LW
1.44,AGD
1.44,AGNC
1.44,EXCH
1.44,FNLC
1.44,MIFF
1.44,ORC
1.44,TRST
1.44,TYCB
1.44,UNB
1.4386,WFAFF
1.438,RCC
1.438,RZB
1.438,SREA
1.43752,GRBK-A
1.4375,AGM-E
1.4375,BPYPN
1.4375,DUK-A
1.4375,EPR-C
1.4375,EPR-G
1.4375,JPM-D
1.4375,RNR-F
1.4375,TCBIO
1.4375,TCBLL
1.4375,TRTN-E
1.4372,SKCOF
1.433388,MS-A
1.432747,CHRYY
1.4326,ASXFF
1.4325,SWGNF
1.43128,RCI
1.43128,FRFZF
1.43128,RCIAF
1.430589,MBGYY
1.4298,FCHRF
1.429488,SWDBY
1.428,NPCT
1.4277,SWDBF
1.4256,PTY
1.425,AGM-D
1.425,GUG
1.425,HBANM
1.425,PEB-H
1.425,RF-C
1.425,SHO-I
1.424992,SKM
1.4227,ZEHNF
1.420797,ZURVY
1.42000867,ECNNF
1.42,FCPT
1.42,BEPC
1.42,BEP
1.42,FBRT
1.42,SFIGA
1.4194,ASGLF
1.4182,HTCMF
1.4167,FGWLF
1.416458,JRONY
1.4164,IKTSF
1.416,RA
1.4125,KEY-J
1.4125,NEE.PN
1.412,NEE-N
1.41,CEG
1.41,WLY
1.41,ARDC
1.41,VRBCF
1.41,WLYB
1.4087747,LRLCY
1.4087594,HMC
1.4087,COFAF
1.40777,CFACY
1.4064,AHL-D
1.4064,AVK
1.406252,FCNCO
1.406252,KEY-K
1.406252,REXR-C
1.406252,SYF-A
1.40625,ASB-F
1.40625,ATH-B
1.40625,MET-E
1.40625,MTB-H
1.40625,NCV-A
1.40624,AHL-E
1.40624,WFC-Y
1.406,AFGD
1.406,DHCNI
1.406,TBC
1.40208189,ACLLF
1.40208189,ACLTF
1.401619,TSGTY
1.4004,DLY
1.4004,THW
1.4,TPR
1.4,CRH
1.4,FIX
1.4,GBLI
1.4,JEF
1.4,CG
1.4,GECC
1.4,FRME
1.4,HY
1.4,SAH
1.4,RRX
1.4,UNF
1.4,CAG
1.4,EL
1.4,MOV
1.4,FFA
1.4,FMOO
1.4,MFA
1.4,MOVAA
1.4,OBDE
1.4,PSA-H
1.4,SEVN
1.4,STOHF
1.3998,JMPLF
1.3978,BRDCF
1.396,JBHIF
1.394103,QUCCF
1.393766,GBERY
1.3934,MFGHF
1.3909,EUKRF
1.3901,ARZGF
1.389978,GULRY
1.3887,FNXTF
1.386187,ASXFY
1.384732,JBHHY
1.384434,CIHKY
1.381386,NXGPY
1.3812,DFP
1.380896,GEHDY
1.38,OCCI
1.38,RPGRF
1.38,WOPEF
1.376,RYDAF
1.3752,BHR-B
1.375,AXS-E
1.375,CADE-A
1.375,DCOMP
1.375,NCZ-A
1.375,NEWTZ
1.375,NXDT-A
1.375,OXSQG
1.375,PCG-B
1.375,RILYK
1.375,USB-P
1.375,UZE
1.375,UZF
1.3740288,TMTNF
1.3714,CLCPF
1.3704328,AHEXY
1.368658,LOGI
1.368,BSL
1.3625,ACGLO
1.3625,SCE-K
1.362297,GMALY
1.36,NBTB
1.36,MATX
1.36,MSEX
1.36,BMI
1.36,STBA
1.36,CATY
1.36,HMN
1.36,SASR
1.36,AUB
1.36,TFX
1.36,WGO
1.36,OFS
1.36,AOS
1.36,TKR
1.36,CNBB
1.36,FBVI
1.36,FRFC
1.36,OFLX
1.36,WMK
1.3596,PDX
1.3584,BLW
1.357,RAIFF
1.356,SCD
1.3546,CSASF
1.35356,DELKY
1.3523311,OMVKY
1.3512,BWMX
1.3508,GRRMF
1.35061,CHEOY
1.35,PCN
1.35,VNO-L
1.3499,CBLNF
1.3493803,RHHBY
1.3488,ADBKF
1.3474,AMIGF
1.346375,MTPVY
1.3454032,EQGPF
1.3454032,LRCDF
1.3444,VEOEF
1.344,CUBB
1.344,ECCV
1.343752,BCV-A
1.343752,FCNCP
1.343752,GDV-H
1.343752,GUT-C
1.343752,HFRO-A
1.34375,BAC-M
1.34375,BHFAN
1.34375,ETI.PR
1.34375,SCE-J
1.342484,AMADY
1.341034,BPHLY
1.34,AAT
1.34,TS
1.3394,NCRBF
1.3394,NPPRF
1.3375,PSEC-A
1.3375,STT-G
1.3375,VOYA-B
1.336578,LGGNY
1.333,UOVEF
1.332,STKCF
1.331,CNXC
1.33,CAMT
1.33,NMFC
1.3272,RMGNF
1.32602367,FAXXF
1.326,NTOIF
1.32396263,CWYUF
1.3239,TMNSF
1.32144,TMSNY
1.32,GBCI
1.32,EVBN
1.32,DLB
1.32,TCBK
1.32,CSLLY
1.32,HNI
1.32,IPG
1.32,UFPI
1.32,AVT
1.32,PPBI
1.32,HRZN
1.32,JOUT
1.32,AFCG
1.32,BSPA
1.32,DBL
1.32,DMNB
1.32,DSL
1.32,FIBH
1.32,GDV
1.32,HPS
1.32,IBOC
1.32,MVO
1.32,RLTY
1.32,VABK
1.319587629,QGEN
1.3182,ABMRF
1.317532,JEXYY
1.317519,TTNDY
1.315704,BCMXY
1.3144,GRKZF
1.313,AIZN
1.31252,KIM-M
1.3125,ACP-A
1.3125,AGM-F
1.3125,BEP-A
1.3125,CNOBP
1.3125,DLR-J
1.3125,ECF-A
1.3125,EQH-A
1.3125,OCCIN
1.3125,PSBXP
1.3125,TFC-O
1.3125,VNO-M
1.3125,VNO-N
1.3125,WBS-F
1.312,PFXNZ
1.308,FINS
1.3062,SNKUF
1.3032,CLM
1.3032,RXLSF
1.3024,FRUYF
1.302,WTRG
1.3015,IPSEF
1.3008,CALEF
1.3,SPH
1.3,DLR-L
1.3,GNT-A
1.3,PSBYP
1.299834,RXEEY
1.2992,INDHF
1.2982,SSLLF
1.29702594,CDUAF
1.2968,SCOTF
1.29624,HVRRY
1.296,SDHY
1.2934,FMCQF
1.293045,OVCHY
1.2906,ALZCF
1.29,ET
1.29,WDS
1.2882,JAPAF
1.288152,APYRF
1.288152,PRMRF
1.2881,CZGZF
1.2875,PSA-F
1.2868,IREEF
1.2868,ITOCF
1.286722,IRDEY
1.286,EXDYF
1.285066,UUGRY
1.2841,ACRFF
1.283,SSSAF
1.2822,WRDEF
1.281252028,GGT-E
1.281252,BIP-A
1.281252,GGT-G
1.28125,CNO.PA
1.28124,KIM-L
1.281,AFGC
1.281,CNO-A
1.281,FULTP
1.280994,ADOOY
1.2806,SUMKF
1.2805,ARNNY
1.28,CUZ
1.28,KAI
1.28,KR
1.28,ACNB
1.28,SXI
1.28,WFG
1.28,ATKR
1.28,HVT
1.28,AOMR
1.28,BCV
1.28,FRAF
1.28,HKMPY
1.28,JCE
1.28,PWOD
1.28,SMAL
1.278337,CSUAY
1.278,VSVKF
1.276,ITT
1.275,AEFC
1.275,ALL-H
1.275,SCE-G
1.273894,KRYAY
1.2732,EVKIF
1.27111,WLMIY
1.2709,MSHHF
1.2704,RCDTF
1.27,MCY
1.27,PAGP
1.27,PAA
1.2696,ETB
1.2694,MKMLF
1.267942,TLLXY
1.266712,SGAPY
1.26439275,NPICF
1.2625,PSA-G
1.261344,DSSMY
1.261,BJWTY
1.26,WCN
1.26,CCIF
1.26,GHY
1.26,ISD
1.26,OROVF
1.26,PGZ
1.26,TPZ
1.2596,DGEAF
1.2596,FOJCF
1.259,TKPHF
1.25720057,NBKCF
1.25466005,FXFHF
1.254273,KT
1.2536,JHI
1.2524,SHAOF
1.2506,WKRCF
1.25004,TBLD
1.250004,EICA
1.250004,LANDM
1.25,HTHT
1.25,SPOK
1.25,BAC-N
1.25,BEOB
1.25,BIP-B
1.25,BIPH
1.25,CFG-E
1.25,COF-I
1.25,EFSCP
1.25,FRT-C
1.25,GAB-G
1.25,GAB-H
1.25,GAB-K
1.25,GGN-B
1.25,OXLCZ
1.25,PCG-C
1.25,PCG-D
1.25,PCG-E
1.25,SCE-L
1.25,T-A
1.249,DSRLF
1.249,MONRF
1.2462,CDNIF
1.244866,NEXNY
1.2448,AYAMF
1.2444,CRF
1.24315,MONRY
1.242,JGH
1.2402,BKFKF
1.24,AGO
1.24,KMPR
1.24,FHI
1.24,CMCSA
1.24,MSBI
1.24,CHMG
1.24,SYBT
1.24,PFC
1.24,BERY
1.24,HR
1.24,FCBC
1.24,BEN
1.24,CASS
1.24,DELTF
1.24,EFSI
1.24,ODC
1.23988924,CNDCF
1.238,OFSSH
1.23752,FITBO
1.237,SPXSF
1.23686,TECTP
1.236444,RNMBY
1.236,EFT
1.235874,RANJY
1.2354,RCHXF
1.234907,FORTY
1.2344,COIHF
1.234008,TSCFY
1.23341985,TSLTF
1.232,AWI
1.232,SVTRF
1.2316,PLRMF
1.23,PECO
1.23,PFLT
1.23,CSQ
1.229532,KHOLY
1.2273226,CPRHF
1.2262,AALBF
1.22606307,AGQPF
1.2258,CAEEF
1.2244,PPLOF
1.223148,HAWPY
1.223,STLA
1.2218,AMANF
1.2208,SNDVF
1.2204,MSHXF
1.22,FFDF
1.22,NFJ
1.22,UTMD
1.21909274,PPLAF
1.219,BEPI
1.219,GAINZ
1.219,HTFB
1.218752,MS-L
1.218752,PREJF
1.218752,PSA-I
1.218752,PSBZP
1.218752,WAFDP
1.21875,AGM-G
1.21875,ATH-D
1.218224,ELMUY
1.216,NTDOF
1.2124,IMCDY
1.212,BGX
1.21,SW
1.21,SMFTF
1.208169,ADRNY
1.207451,TWODY
1.207419,VCISY
1.2065,RGEDF
1.2061,GALNF
1.2056,ARTNA
1.2056,ARTNB
1.2046,TMRNF
1.2038,NNCHF
1.2036,OPP
1.2022752,RUSMF
1.2022752,RPKIF
1.2007,WDPSF
1.2,BHB
1.2,CSGS
1.2,GBX
1.2,EIG
1.2,SBRA
1.2,DOC
1.2,FTAI
1.2,SFBS
1.2,FISI
1.2,GOOD
1.2,HTLF
1.2,DLX
1.2,MCRI
1.2,OUT
1.2,SII
1.2,LPLA
1.2,SCI
1.2,CTSH
1.2,ALLY
1.2,OVV
1.2,ENR
1.2,TPVG
1.2,COLM
1.2,GOGL
1.2,NPO
1.2,MMS
1.2,RM
1.2,BPRN
1.2,MUR
1.2,PFSI
1.2,TEN
1.2,LKQ
1.2,SSTK
1.2,GES
1.2,ACP
1.2,AOD
1.2,CBFC
1.2,CHY
1.2,CIX
1.2,COF-J
1.2,EERGF
1.2,EFR
1.2,FFWC
1.2,GLU
1.2,IDE
1.2,JARLF
1.2,MCPB
1.2,MNMB
1.2,NBXG
1.2,NWFL
1.2,PCG-G
1.2,VALU
1.19798136,ENNPF
1.197472,WEJTY
1.1972,FSUMF
1.19636,KRNTY
1.1963,SYIEF
1.1959989,ING
1.1955,FUPPF
1.194564,SGGKY
1.19438,GRPTY
1.194,CII
1.1934,LABFF
1.1916,ETV
1.1904,ETY
1.1897,CZMWF
1.189284,AKRBY
1.18752,OPP-B
1.18752,WFC-Z
1.1875,ALL-I
1.1875,BAC-S
1.1875,JPM-J
1.1875,MET-F
1.1875,PSA-K
1.1875,T-C
1.1875,TFC-R
1.18712,CZMWY
1.1864,NVZMF
1.18635221,CPWPF
1.1858,MDIBF
1.18476,DSU
1.1806,EDNMF
1.1805,CKHGY
1.18,QFIN
1.18,CDP
1.18,PLOW
1.18,TNC
1.17698,NVZMY
1.176,SPXX
1.175,FHN-F
1.175,NTRSO
1.175,PSA-J
1.175,WFC-A
1.1748,BROPF
1.1736496,GBNXF
1.17162,EDESY
1.1716,DPBSF
1.17,PCAR
1.17,BKFTF
1.17,HNW
1.17,MCRAA
1.17,MCRAB
1.1688,RMMZ
1.16761,GEDSF
1.167406,ASBFY
1.16738918,PBNAF
1.1654,NTTMF
1.164,FCT
1.16,CTRE
1.16,ZIM
1.16,NBHC
1.16,EPRT
1.16,SMP
1.16,BNL
1.16,DEC
1.16,RBA
1.16,BKU
1.16,SIG
1.16,MAS
1.16,PSMT
1.16,J
1.16,AGCO
1.16,FCAP
1.16,FRBP
1.16,JDVB
1.16,WDFN
1.158,NBB
1.158,RMI
1.1568,VLT
1.1563,JPM-L
1.1563,JPMLP
1.156252,PSA-L
1.15625,BHFAM
1.15625,COF-K
1.15624,OZKAP
1.156,BEPH
1.156,BNH
1.156,CGABL
1.156,KKRS
1.155,AKEJF
1.155,NSOMF
1.155,TSUKF
1.1543,LOIMF
1.153648,PSTVY
1.1526,FUWAF
1.1526,MKMIF
1.15160789,TU
1.15112125,ERRAF
1.1508,HOYFF
1.1502,MBGFF
1.15,CHH
1.15,KMI
1.15,BRX
1.15,PPAL
1.15,SIGIP
1.14996,MDV
1.147628,DTNOY
1.1468,DIAX
1.145024,MFC
1.145024,NNWWF
1.145024,UCPLF
1.1448,BRIPF
1.1448,RFM
1.1448,SPE
1.1419,VOSSF
1.140156,MDIBY
1.14,RYN
1.14,CHI
1.14,HYI
1.13983561,CWESF
1.1396,TGVSF
1.1378,CRARF
1.1377405,TNCAF
1.1375,ACGLN
1.1375,JPM-K
1.135,CHD
1.13,TFSL
1.13,HRL
1.1298,NGKSF
1.1296,PWZYF
1.12749082,PMMBF
1.125,BMN
1.125,HBANP
1.125,PCG-H
1.125,PRTVF
1.125,PVF-U:CA
1.125,PVILF
1.125,SF-D
1.125,USB-S
1.1244,FLC
1.123039,CICHY
1.12,GE
1.12,GLW
1.12,EFSC
1.12,TRN
1.12,PINE
1.12,NIC
1.12,ISBA
1.12,AME
1.12,EXPO
1.12,MOG.A
1.12,INVH
1.12,STR
1.12,SSD
1.12,MNRO
1.12,OGN
1.12,RLI
1.12,AROW
1.12,ESNT
1.12,CWT
1.12,CZNC
1.12,NNI
1.12,CZBT
1.12,FKYS
1.12,MNAT
1.12,MOG.B
1.12,RVT
1.119595,AKO.B
1.1186,HKXCF
1.1181875,BDRXF
1.1176,PLFRF
1.1176,VLBOF
1.1168,SRMGF
1.1163984,MAMTF
1.116,BGB
1.1158,ULVAF
1.115,SESPF
1.1148,BBN
1.1144,TY
1.113,SCHW-J
1.113,SCHWL
1.112904,CRT
1.1125,CFR-B
1.1125,RF-E
1.1125,RFPEL
1.1125,VNO-O
1.111639,TLK
1.11,T
1.11,STEP
1.10852636,LAUCF
1.10763181,NBCDF
1.1054,YPHDF
1.104942,JNBBY
1.104,PRGO
1.104,FFC
1.10396,PZAKY
1.102561,TEZNY
1.1024,HPQ
1.1020856,PARXF
1.1017,UBLXF
1.1016,BKFOF
1.10141,ANZGY
1.1,SKT
1.1,SLB
1.1,HEES
1.1,GNL
1.1,PBF
1.1,ASBFF
1.1,HBIA
1.1,HNFSA
1.1,HNFSB
1.1,HNGKY
1.1,PBKC
1.0998557,TIMB
1.0994,AGPPF
1.0992,RMM
1.09905,NAUBF
1.0985,IOWFF
1.098163,IMOS
1.098,SSNLF
1.0979,VTRKF
1.0976,BOPPF
1.0966,AJISF
1.096255,CDGLY
1.09546593,FTRSF
1.094,BOH-A
1.094,DTB
1.094,DTG
1.09376,FRGOL
1.09376,OPP-A
1.09376,WFC-C
1.09375,BAC-O
1.09375,COF-L
1.0928,AHODF
1.0912,FLMNF
1.0908,CGCLF
1.0908,SLAHF
1.09,PCG-I
1.08938299,BKAMF
1.0882,XINXF
1.0876253,DNKEY
1.087,JUMSF
1.0866,NDBKF
1.0862,JUMSY
1.0862,SYCHF
1.086,AZIHF
1.086,NHS
1.086,RPYTF
1.086,SNLRF
1.0858,BGAOF
1.0852,ENBHF
1.084897,HWDJY
1.0842,PSKOF
1.0836,TKIAF
1.0826,CMPVF
1.0816,CMPUY
1.0807,CCCMF
1.08,CAKE
1.08,KRG
1.08,PLBC
1.08,COFS
1.08,CBSH
1.08,EBAY
1.08,FSBW
1.08,AVNT
1.08,GABC
1.08,DHR
1.08,DCI
1.08,SFL
1.08,WING
1.08,SIRI
1.08,AUBN
1.08,FFMH
1.08,OXLC
1.08,PCLB
1.08,TEAF
1.07979,MTUAY
1.0796,KKOYF
1.07947138,FNNCF
1.0792,BBRYF
1.078692,SGHIY
1.078024,NDBKY
1.078007,JBSAY
1.0779,RWNFF
1.0772,OPPPF
1.0771,VKGLF
1.0758,ANZGF
1.075,EQH-C
1.0741,RWEOY
1.07346,CDPYF
1.07346,WSPOF
1.07346,WTSHF
1.072774,GZPZY
1.0714,ICHGF
1.07131308,ENBRF
1.07077635,TRPPF
1.0705,FBDHF
1.07,AESI
1.067572,MTPOY
1.0674,PCRDF
1.0658,KMTUF
1.0655,BDRFF
1.06452881,BCEFF
1.06452881,BECEF
1.064203,WMMVY
1.0642,TOETF
1.0638,DPLMF
1.063116,KURRY
1.063,WRB-G
1.06252,WFC-D
1.0625,BAC-Q
1.0625,COF-N
1.0625,GDV-K
1.0625,MS-O
1.0625,WAL-A
1.06248,ADC-A
1.0622,SMFRF
1.062,BDRPF
1.062,GL-D
1.0616,RYLBF
1.061,MEIYF
1.061,NMEHF
1.06,POWL
1.06,NI
1.06,DEA
1.06,ORI
1.0591472,GCAAF
1.0591472,GRCGF
1.05880369,ENBMF
1.0588,EIPAF
1.0586,ELEZF
1.0584,BKT
1.0582,LDNXF
1.0576,TACPF
1.057157,HKXCY
1.0569,AVVZF
1.056491,NOAH
1.0552,NPSYF
1.0534,MEITF
1.05,OTEX
1.05,HST
1.05,CMS-C
1.05,EMD
1.05,JPM-M
1.05,MGRD
1.05,RNR-G
1.05,SOJE
1.049999952,HAWLM
1.047,FELTF
1.0456,BKFDF
1.044,FOF
1.04,ACM
1.04,LPX
1.04,HBCP
1.04,BAC
1.04,FHB
1.04,AMH
1.04,CPF
1.04,BBDC
1.04,ODFL
1.04,CCS
1.04,ALG
1.04,PDCO
1.04,WAFD
1.04,AIN
1.04,FMBM
1.04,KSBI
1.04,WEYS
1.0392,RFMZ
1.0378,TKOMF
1.03596,BIGZ
1.032,ESALF
1.032,TKINF
1.0318,NONOF
1.031252,PSA-M
1.03125,BAC-P
1.03125,WRB-H
1.0312,REPYF
1.031,PFH
1.0305216,BOWFF
1.03,PPL
1.0294,AFBOF
1.029368,SPKOY
1.0278,NISTF
1.0274,KAOCF
1.0268,TCENF
1.0258934,PRNDY
1.0258,AINPF
1.025,PSA-S
1.02442,PGGCY
1.024328,SPXSY
1.0219,DSDVF
1.02,GGG
1.02,DK
1.02,BRW
1.02,IGA
1.02,JFR
1.02,PHD
1.02,XFLT
1.018777,ZSHGY
1.01782,BKRIY
1.017814,AKO.A
1.0146,CAJFF
1.013597,BDVSY
1.0122,SEMHF
1.01,APLE
1.0096,TKSNF
1.0078,CCHBF
1.0068,BTZ
1.0043,DSMFF
1.0032,PWFNF
1.0032,WEBNF
1.001896,CBWBF
1.001896,CGJTF
1.001896,PKIUF
1.001896,WJXFF
1,SYF
1,SCHW
1,CEIX
1,CADE
1,IFS
1,ALSN
1,FDP
1,KIM
1,IBKR
1,NEM
1,FBIZ
1,PHIN
1,KBH
1,AER
1,SSNC
1,AHR
1,EME
1,AAPL
1,APOG
1,CBFV
1,WTBA
1,BMRC
1,CCK
1,DDS
1,CODI
1,HAFC
1,RF
1,UBAB
1,SBGI
1,WEN
1,DCOM
1,PJT
1,MRCC
1,GLNG
1,WWD
1,GPN
1,CVEO
1,FBMS
1,OFG
1,TOWN
1,EXP
