Div,Ticker
1,WYNN
1,LIEN
1,MTDR
1,APA
1,PK
1,CC
1,FELE
1,GDEN
1,WBA
1,HUN
1,EBF
1,WFRD
1,MATW
1,RRR
1,BRT
1,CBRL
1,TNK
1,TNET
1,XRX
1,AAP
1,GIC
1,SGA
1,ACRE
1,ARI
1,BBNA
1,BFCC
1,BXSY
1,COHN
1,CZBS
1,CZNL
1,DIT
1,ESP
1,FIEB
1,FMBN
1,FSV
1,GTPS
1,HAWEL
1,HAWEM
1,HAWLN
1,HEQ
1,JBTC
1,KREF
1,MBKL
1,MDVT
1,MLGF
1,NASB
1,NPK
1,PNBI
1,PPBN
1,PSA-P
1,PSA-R
1,RC
1,RITM
1,RSKIA
1,SCYT
1,STRRP
1,TRY.B
1,TSBK
1,USB-R
1,USBML
1,VLGEA
1,WLFC
1,WTM
0.999426,ITCFY
0.9972,BKFPF
0.995,NBNKF
0.9942,BLWYF
0.994154,SGPYY
0.992714,TATYY
0.992514,NRDBY
0.992164,CRESY
0.992,A
0.99,PR
0.99,PDT
0.9894,KNKZF
0.9883,BCUCF
0.988,DWAHF
0.987604,LNVGY
0.9875,PSA-Q
0.9864,BKEEF
0.9853,ENGDF
0.984697,SPKKY
0.9842,SRAIF
0.984005,BRENF
0.984005,ENBGF
0.983454,ZIJMY
0.9828523,VWAPY
0.9810915,CAJPY
0.980875,BKKLY
0.9808,EBRPF
0.980764,HEGIY
0.9804,UNCFF
0.98,RDN
0.9792,SUEZF
0.97713,REPYY
0.9768,PFL
0.9766,SCGLF
0.9758942,VWAGY
0.9754,IYYFF
0.9752,MCHIF
0.975,PSA-O
0.9748,IFZZF
0.9748,SGMCF
0.9746,CUOTF
0.9738,NHOLF
0.97341353,FNCSF
0.9732704,ADLRF
0.972,HGLB
0.9712,NCLTF
0.97040784,BPZZF
0.97,MOFG
0.97,ZTO
0.97,BCO
0.97,NIDB
0.9695,WBRBF
0.9693,VNNVF
0.968752,PSA-N
0.9685,ABLZF
0.96822,SAXPY
0.9676,MITUF
0.9676,NPRKF
0.966114,BREUF
0.96361,TMBBY
0.963145,CSXXY
0.963131,JUTOY
0.9624,KDDIF
0.9624,SSNEF
0.961538,SONVY
0.96062,CTIHY
0.9604,NPNVF
0.9604,XZJCF
0.960253,ABBNY
0.96,BSVN
0.96,VIRT
0.96,FLO
0.96,NDAQ
0.96,BWXT
0.96,GNTY
0.96,GAIN
0.96,GL
0.96,CSWI
0.96,PNNT
0.96,EQH
0.96,BSRR
0.96,AE
0.96,EARN
0.96,PSTL
0.96,IBCP
0.96,PFS
0.96,BRC
0.96,ENS
0.96,ZBH
0.96,FBIN
0.96,BUSE
0.96,FFBC
0.96,UCB
0.96,FMBH
0.96,PLYM
0.96,ATNI
0.96,BLMN
0.96,BWG
0.96,CGO
0.96,CMTV
0.96,CYFL
0.96,EBTC
0.96,KYN
0.96,ORAAF
0.96,PCM
0.96,RFI
0.96,RQI
0.96,SQCF
0.96,TRTX
0.96,VGI
0.9596,PWCCF
0.9589576,MTRAF
0.9584,KKKGF
0.9584,KKPCF
0.9572,PMAUF
0.955888,FRTAY
0.954362,KNYJY
0.954,NZF
0.9514,SZHFF
0.9504,EVG
0.950342,OSTIY
0.9502,AKZOF
0.95,OSBK
0.949999988,HAWLI
0.9492,EVV
0.9484,LBLPF
0.948,CAMJF
0.948,NVG
0.946774,CCHGY
0.94607608,ENBNF
0.946,BXMX
0.9446448,PEYUF
0.9446448,TPZEF
0.944489,ENGGY
0.9434,WTBCF
0.9426,DMPHF
0.942,ACEJF
0.942,NXJ
0.9406,CRERF
0.94,WU
0.94,WY
0.94,NBPVF
0.939537,ACLLY
0.9392775,CUTLF
0.9384,ETX
0.9384,INFFF
0.938086,RTTNY
0.9375,USB-Q
0.9372,PLSQF
0.9368,MSOKF
0.936312,HEINY
0.936312,HKHHY
0.936,NQP
0.9348,HYT
0.93070413,EBRGF
0.9304,ACLIF
0.930332,GWLPF
0.930332,QBCAF
0.930332,QBCRF
0.930332,WNGPF
0.930000008,HAWLL
0.92961636,CNAUF
0.9294,KOSCF
0.9294,SBSOF
0.9288,FRFFF
0.9262,DNTUF
0.925506,TTAPY
0.9252,IIM
0.9244,ELTTF
0.9235,VETOF
0.921867,ASOZY
0.9206701,TKOMY
0.92,SMBC
0.92,PNR
0.92,MCBS
0.92,TOL
0.92,KDP
0.92,ASB
0.92,SEIC
0.92,CRBG
0.92,CCBG
0.92,ORRF
0.92,TRMK
0.92,HFWA
0.92,LRCX
0.92,REYN
0.92,HOFT
0.92,OBT
0.92,BURCA
0.92,BURCB
0.92,CWBK
0.92,HFBK
0.92,LADR
0.92,MUEL
0.92,NUBC
0.92,PEBK
0.92,SBNCM
0.92,SBNCN
0.92,WSSH
0.91715,ARCAY
0.9168,THLPF
0.9156,ARCVF
0.9142,SFHLF
0.9138,BMXMF
0.9124,HXSCF
0.912,FKRAF
0.912,NKX
0.9104,EXXAF
0.91012,TELDY
0.91,NC
0.9093,IAUGY
0.9092,NLLRF
0.9092,ORGJF
0.9088628,BCEPF
0.9088628,TRPRF
0.908,TTCIF
0.9070058,PUBGY
0.906,BF.B
0.906,BF.A
0.906,NAD
0.905845,BASFY
0.9052,IVT
0.9048,BGR
0.9039,ASOZF
0.900882,NWSGY
0.9008,IHICF
0.9,ABM
0.9,DIS
0.9,AM
0.9,PKST
0.9,CNBZ
0.9,FBPA
0.9,FMY
0.9,JFIN
0.9,TYFG
0.899637,DNTUY
0.89952,ZRPTDX
0.899471,OEZVY
0.89941635,HRNNF
0.8992,KWHIF
0.8984,METCB
0.896445,FNCDY
0.8964,FKKFF
0.8964,IBADF
0.8964,RYYRF
0.8963097,BZLFY
0.8963,BVRDF
0.8952,BHK
0.89508816,FFHPF
0.8946,CEAVF
0.894553,WHGLY
0.89,ALEX
0.89,AY
0.89,FUL
0.89,HI
0.88968,ERH
0.88822,PPERY
0.8882,NIPNF
0.888,VBF
0.8878,PMMAF
0.886666,EFGSY
0.886452,SYANY
0.886,VST
0.885,FMAO
0.8844,ECVTF
0.884,BXDIF
0.8838154,BCPPF
0.8831,BUDFF
0.882,NAC
0.882,NMS
0.88,FUNC
0.88,LZB
0.88,MKSI
0.88,PHM
0.88,FFIC
0.88,PNFP
0.88,RNST
0.88,FG
0.88,OXY
0.88,JNPR
0.88,DHT
0.88,AL
0.88,FBNC
0.88,LCNB
0.88,COLD
0.88,CIWV
0.88,FXLG
0.88,GGT
0.88,JUVF
0.88,MSD
0.88,MXF
0.88,OVBC
0.88,PDCC
0.88,UBOH
0.8798,WKISF
0.878641,PTBRY
0.8776,SKHSF
0.8772,NELEF
0.87680213,FORFF
0.876659,BROXF
0.876659,CDNUF
0.876348,AVVIY
0.8763299,TELNY
0.876,NEA
0.8738,SBDHF
0.8736,TSMRF
0.87348,ERC
0.8732,NPEGF
0.8732,TKCCF
0.8730808,HRUFF
0.872234,BUD
0.871478,ORINY
0.8708,WNWSF
0.870454,BYDDY
0.87,SPTN
0.87,NAZ
0.869225,HSNGY
0.8686,IGGRF
0.8684,CLPIF
0.8678,ORXCF
0.86772781,GRWLF
0.86768,AIIXY
0.8665,NAJSF
0.866421,ENGIY
0.8662,NHFOF
0.8648,ACNFF
0.864,NAN
0.864,NPV
0.864,SGR.U:CA
0.864,SRRTF
0.863277,KRYPY
0.8632,SHWDF
0.8632,SOHVF
0.8626,CMTDF
0.8623,IMSMF
0.8618,ENGQF
0.8616,PFN
0.861409,IDCBY
0.8613,CAIAF
0.86,GOLF
0.86,UMH
0.85912582,BKFAF
0.85896,VARRY
0.858768,CLSPF
0.858768,DDWWF
0.858768,DVDDF
0.858768,DVSPF
0.858768,ENDTF
0.858768,KBRLF
0.858768,LFBCF
0.858768,NPIFF
0.8559,NLLSY
0.8558,FLPRF
0.8556,BRPYF
0.855344,BDUUY
0.855166,SKHSY
0.85506,YASKY
0.852425,MGYOY
0.852,IGI
0.852,NMT
0.8516116,AMIVF
0.8516116,ATGFF
0.850452,BLHEY
0.850000024,HAWEN
0.85,JBSS
0.8498225,BRPSF
0.8496,WGRGF
0.8478,KNAMF
0.847726,IGGHY
0.8474,SKHCF
0.847,NTTAF
0.8462443,SIRZF
0.8458,ENGGF
0.8454,SSUMF
0.8452,BRPPF
0.8446,VDRFF
0.8444,ET-I
0.844274,HKTTY
0.8434,TSOCF
0.8432,YORW
0.843128,DCCPY
0.842727,PSPSY
0.84248862,FXFLF
0.8424,EBOSF
0.8405845,NTTYY
0.8404,CKNHF
0.84,BKR
0.84,FLS
0.84,UVSP
0.84,CW
0.84,FLIC
0.84,SHOO
0.84,WST
0.84,BFH
0.84,PINC
0.84,NTST
0.84,CNP
0.84,CTRA
0.84,SFNC
0.84,RPRX
0.84,BCC
0.84,MOS
0.84,GMRE
0.84,POWI
0.84,AAUKF
0.84,BMBN
0.84,CBAF
0.84,DPG
0.84,EHI
0.84,FBTT
0.84,FCO
0.84,LARK
0.84,LFGP
0.84,WEA
0.8398,SBGOF
0.839635,PHPPY
0.8386,MTSSF
0.8386,MZHOF
0.8386,SDGCF
0.836622,AAGIY
0.83562,KPCPY
0.83523,IVTJY
0.835,NITKF
0.83438,AXFOY
0.8342,AXFOF
0.8341,DWMNF
0.834,BKGFF
0.8338,KRYAF
0.83329,UCLQF
0.8324,TISCF
0.83194581,MNQFF
0.831859,TREAY
0.8317,MCOIF
0.83066,BACHY
0.8306,KMGGF
0.8301424,ACAZF
0.8301424,CCDBF
0.83,WMT
0.82972,CNHHY
0.829383,SALRY
0.82825,IDEXY
0.828,NRK
0.828,PGP
0.82788,ZRPTIX
0.82760989,INREF
0.82604167,HPE-C
0.82591,SBFFY
0.8255,DTEGF
0.8254,EXMRF
0.824982,ANYYY
0.822986,CCLLF
0.8228,TELNF
0.822368,SUZRY
0.822,NMCO
0.822,VTN
0.82083908,BOMBF
0.820726,TKCBY
0.82,GIL
0.82,KVUE
0.82,CR
0.82,IVZ
0.82,KEY
0.82,AHH
0.82,HCC
0.82,KLIC
0.82,EDVMF
0.82,HFBA
0.82,PEBC
0.8196,EOT
0.8191,GJNSF
0.817634,PIFMY
0.8174,GMOFF
0.816507,ABZPY
0.8162,TSDOF
0.8161,AGZNF
0.8157,GCCRF
0.8156,JGHAF
0.8145,GMORF
0.814,BRKFF
0.8131,SBFFF
0.812487,GJNSY
0.81239453,KRIUF
0.8118,CTXAF
0.811748,TBVPY
0.8115,VAIAF
0.8114,SVKEF
0.8112,CDUTF
0.810975,SAAFY
0.8108,RUBSF
0.81,NOM
0.8097,GMYTF
0.8084,MRCHF
0.8078,TKKHF
0.8069,AWF
0.80679,LPPSY
0.805426,DTEGY
0.805222,SGBLY
0.805095,CNUTF
0.805095,GRWTF
0.805095,MNUFF
0.804,CPREX
0.8036,TRXPF
0.802104,EYUBY
0.8015168,CLNFF
0.8015168,MTYFF
0.8015168,STLJF
0.8008,SLFIF
0.8008,SNLIF
0.8004,VPV
0.800000012,MHGUP
0.8,BBW
0.8,OPRA
0.8,FSBC
0.8,UHS
0.8,GOOGL
0.8,GOOG
0.8,CRS
0.8,MLI
0.8,WAB
0.8,CVBF
0.8,CNMD
0.8,SEE
0.8,NWBI
0.8,OCFC
0.8,MPB
0.8,VBTX
0.8,BALL
0.8,SM
0.8,LVS
0.8,RGCO
0.8,KMT
0.8,CVGW
0.8,BSET
0.8,BBWI
0.8,AMRK
0.8,BWFG
0.8,SAMG
0.8,MBCN
0.8,ALRS
0.8,IGT
0.8,OLN
0.8,SCHL
0.8,ALPIB
0.8,ATLO
0.8,BORT
0.8,DENI
0.8,INSI
0.8,NHTC
0.8,NYMT
0.8,ORBN
0.8,PLPC
0.8,SVBT
0.7992,PLSNF
0.798,JPC
0.7974,CTTTF
0.7969,SUVPF
0.7968,ETW
0.7968,OTSKF
0.7968,TOTTF
0.7956,NPNKF
0.7943604,RIOCF
0.79384514,LUGDF
0.792,MPA
0.7904983,CABGY
0.7902,KBYPF
0.79,BCPC
0.79,TSQ
0.7888,LAREF
0.7884,EXG
0.788,RTBBF
0.787204,FINGF
0.787204,HMDPF
0.787,DCNSF
0.786718,SSEZY
0.7864,HRGLF
0.7864,SMGKF
0.7861,SARTF
0.786,AUBBF
0.786,NMZ
0.7855,TTRKF
0.7852,BTEAF
0.7848,JDWPY
0.7848,NRRUF
0.784144,PAEKY
0.7836258,PMBPF
0.7834,BNMDF
0.7831,BFSAF
0.7828,KNOIF
0.782252,FUIZF
0.7815601,JEHLY
0.781338,SLFPY
0.7813,HLTOF
0.7812,ETJ
0.7802,PEGRF
0.78,F
0.78,HOMB
0.78,DNP
0.78,IAE
0.777408,BURBY
0.7753516,RYAAY
0.7752,TGOPF
0.7752,VCV
0.7752,VGM
0.775188,ORANY
0.774,SMFNF
0.77395,BSAC
0.7732,AGRPF
0.7731,HLMMF
0.773065,CGXYY
0.7728912,FRHLF
0.77213,KGBLY
0.772,OKCTF
0.7716,BMQWF
0.7716,BROAF
0.771437,HCXLY
0.7709,DFRYF
0.7708,SDNSF
0.7702,NKOKF
0.77016,CPRDX
0.77,UVE
0.77,MGAAF
0.77,MIZUF
0.769358,CJEWY
0.768414,RELX
0.7684,RTARF
0.76734,THNUY
0.766928,MAWHY
0.7668,KANKF
0.7668,SUCEF
0.7664,WOLWF
0.7658,BKRIF
0.7648,INGVF
0.763706,CUCSY
0.7631,VLPNF
0.7617,ADSGF
0.7616,SHOFF
0.7614,CKOCF
0.7614,DTSOF
0.7609,HLKHF
0.7608,ADDDF
0.7602,DUERF
0.7602,KPLUF
0.76,JD
0.76,DEI
0.76,JWN
0.76,EA
0.76,HBT
0.76,AKR
0.76,CARR
0.76,MLR
0.76,NEWT
0.76,SLGN
0.76,NVT
0.76,ANDE
0.76,BGS
0.76,ANDC
0.76,BKSC
0.76,CBKM
0.76,HWBK
0.76,MITT
0.76,SEBC
0.76,SFBC
0.7598,STBFF
0.75972,ZRPTAX
0.7595,GENTF
0.7592,KNNGF
0.7576,GLAXF
0.7572,IQI
0.757098,SBGSY
0.756153,CLCGY
0.756,BOE
0.755972,AIAGY
0.7559,GLCDF
0.7536,VKQ
0.7529,BHTLF
0.750286,OTPGF
0.75,RDUS
0.75,RYI
0.75,SNN
0.75,MLKN
0.75,ALBY
0.75,JFBC
0.75,VMO
0.7494,FCBBF
0.749,NCCBF
0.749,THOOF
0.749,TKCOF
0.7464,PCF
0.7453,AOHLF
0.7453,PRYMF
0.745,CBCFF
0.7442656,EGHSF
0.744,NDMO
0.743892,SREDY
0.7431,SDMHF
0.7424778,THLLY
0.74236,SOLLY
0.740404,TOIPY
0.74,ACT
0.74,MEOH
0.74,GRC
0.74,CUP.U:CA
0.74,CUPUF
0.738,FTF
0.736703,CGEMY
0.7358,HRVFF
0.7345,ETTYF
0.7342,KOYJF
0.734091,BBVA
0.7328,WSOUF
0.73271,MAEOY
0.732,KTF
0.732,PFD
0.731,CICOY
0.7309721,VOD
0.730705,MGDDY
0.7304,TKKEF
0.729639,SINGY
0.72963,DNLMY
0.7285,VANMF
0.7284,SEOTF
0.728008,UCBJY
0.72792,RATIY
0.7277,DELHF
0.727,EMF
0.726,WIW
0.7259,SPRBF
0.7256,SNAAF
0.7252,ACOLF
0.7244,NICFF
0.7236,GLQ
0.7224,JPSTF
0.72,GFF
0.72,PCB
0.72,CCNE
0.72,RUSHA
0.72,OTCM
0.72,LUV
0.72,OWL
0.72,FFIN
0.72,BHLB
0.72,ELME
0.72,HWKN
0.72,SBCF
0.72,WMG
0.72,CMC
0.72,CNOB
0.72,UBCP
0.72,ASC
0.72,CBTN
0.72,EDF
0.72,ENBP
0.72,FGFH
0.72,FSCO
0.72,IGR
0.72,LSBK
0.72,MCN
0.72,MFGI
0.72,MMD
0.72,MSCF
0.72,OPY
0.72,PKBK
0.72,RMT
0.72,RUSHB
0.72,SCZC
0.72,TRCY
0.72,USA
0.72,VBFC
0.72,VOC
0.7198,SUHJF
0.7197625,NEE-S
0.7192,BKAAF
0.7192,IPNAF
0.717,IFMNF
0.71564,CGRIF
0.71564,LIMAF
0.71564,PREKF
0.71564,YLWDF
0.71561137,DRETF
0.71448,IIDDY
0.71444,MHD
0.714285,DHRPY
0.71385,HNORY
0.7123,IDDTF
0.7123,IDTVF
0.712147,SKHHY
0.711479,VTMX
0.7114,PPTTF
0.711246,AKZOY
0.7101,NPACF
0.7096,FRRZF
0.70918,BFZ
0.7084836,FCMGF
0.708295,SKFRY
0.708072,DSFGY
0.708,SAFE
0.7071,JRONF
0.7068,SKUFF
0.7058,CMSYF
0.7058,MIXIF
0.7058,SYOIF
0.7048,PHMMF
0.70473,YUEIY
0.7044,PCCOF
0.7044,TDOPF
0.7044,UBEOF
0.7038,POGHF
0.702864,CPRSX
0.701511,COIHY
0.70083,KIROY
0.7008,NML
0.7,KKR
0.7,PRGS
0.7,UBS
0.7,AROC
0.7,JBGS
0.7,KTHN
0.7,NWYF
0.7,TRVR
0.7,TVNB
0.7,UG
0.7,ZTOEF
0.699708,CPRTX
0.6988,PITAF
0.6986,PNXGF
0.698,SNCPF
0.6978,TGOSF
0.697788,YMHAY
0.6972,SEPJF
0.6964,FTPSF
0.6964,PRRCF
0.69632,MQY
0.696,SABA
0.6959,PTTTS
0.6958,ESKEF
0.695576,BLWYY
0.695564,HDB
0.6948,M
0.6946,LGDDF
0.6938,GULRF
0.6928266,AIQUY
0.6928,VOLAF
0.6928,VOLVF
0.69248,ARZGY
0.6922,YORUF
0.6916,NSHKF
0.6904,SOOBF
0.690045,BXBLY
0.69,DGICA
0.69,AES
0.69,HOG
0.69,SGU
0.689966,ALFVY
0.689,BLIDF
0.688746,BRDCY
0.68808786,BAMKF
0.687535,CIADY
0.6875,SPE-C
0.6856,SATLF
0.685,ALFVF
0.683207,PNGAY
0.6832,DPZUF
0.682463,VACNY
0.6816,SHECF
0.6804,GPAEF
0.6804,SBRKF
0.6802,SHHPF
0.68,FLXS
0.68,BHE
0.68,CLMB
0.68,UE
0.68,EHC
0.68,BYD
0.68,HTH
0.68,AZZ
0.68,FBK
0.68,FULT
0.68,WKC
0.68,CTVA
0.68,HAL
0.68,TEX
0.68,BAX
0.68,MAC
0.68,FMNB
0.68,MVBF
0.68,WOR
0.68,FMFG
0.68,GRF
0.68,JRS
0.68,RWT
0.68,STBI
0.6792,KSTUF
0.678954,BRGAY
0.678437,JSAIY
0.6772,MAURF
0.6766,ACRXF
0.676178,HPIFY
0.6756,FKSHF
0.6744,BDJ
0.6744,VNFTF
0.6740087,OMRNY
0.673512,AHCHY
0.6732,GMPFF
0.672535,PSZKY
0.672422,VEOEY
0.6716,MRSKF
0.6708,JPPIF
0.6708,VKI
0.66983904,LWSCF
0.6696,TCISF
0.6694,ICGUF
0.6692,OMRNF
0.66875,DCOMG
0.66789,MUA
0.6678,SIGRF
0.6672,PSHPF
0.6672,ULPRF
0.6666,OVCHF
0.666199,JAPAY
0.666,BYM
0.666,KMHYF
0.666,MYI
0.6655452,PZRIF
0.6642,TLTZF
0.664,DICCF
0.664,HSHIF
0.664,TYKIF
0.663582,CSNVY
0.663,CSNVF
0.6624,BSTT
0.66211013,CTRRF
0.6608,BPPPF
0.6604,CPOIF
0.66012,MUI
0.66,APH
0.66,EGBN
0.66,ROL
0.66,GEL
0.66,IHD
0.66,IMKTA
0.66,PHT
0.66,STEW
0.6583888,IRMTF
0.658,DCHCF
0.6578,EXNWF
0.65749568,MNLCF
0.6566,DWVYF
0.6558,JFEYF
0.65516842,TDBCP
0.654999,WFAFY
0.6548,ASRMF
0.654333,LGMMY
0.65409,MYD
0.654,MIY
0.654,MMU
0.6535,PSZKF
0.6531819,PANDY
0.6518,MOHCF
0.6516,BZZUF
0.6502,MSBHF
0.65004,NBH
0.65,XP
0.649941,FDLPF
0.649834,VTKLY
0.649479,NRGIY
0.64944,NTOIY
0.6488,NOHHF
0.64878,BPXXY
0.6487,FRFTF
0.6486,HDELY
0.64855,BLE
0.64827,MVT
0.648,JQC
0.648,MUJ
0.6472,VLTFF
0.64692,ITVPY
0.6468,JFEEF
0.6468,KAKKF
0.6468,MRUHF
0.646416,LGFRY
0.6457,BGNMF
0.6452,SMSKF
0.645,TAKIF
0.645,WACLF
0.644076,TCLAF
0.644076,TCLCF
0.64374,SCCTY
0.6435,NSKFF
0.6434,LNTEF
0.6434,TOYOF
0.642838,FMS
0.642722,GXYYY
0.6424,BRTHF
0.6424,EPWDF
0.6424,STMNF
0.64216,MUC
0.64174,CGASY
0.6416,DENKF
0.6416,GYUAF
0.6416,KMGIF
0.6416,KTERF
0.6416,KYBIF
0.6416,MBGCF
0.6416,MEJHF
0.6416,OKUMF
0.6416,SOMLF
0.641282,PTAIY
0.6412,FNCTF
0.641106,CMHHY
0.6406,MSADF
0.64045,BIOGY
0.6404,CTPVF
0.6402,NNOKF
0.6402,OITAF
0.6402,TOSCF
0.64,CNO
0.64,UFCS
0.64,YUMC
0.64,FBP
0.64,KLG
0.64,CIVB
0.64,LMAT
0.64,CPKF
0.64,IRT
0.64,MLAB
0.64,NAVI
0.64,BCBP
0.64,HBNC
0.64,RBB
0.64,KNX
0.64,ASIX
0.64,B
0.64,CXT
0.64,XRAY
0.64,VINP
0.64,WMS
0.64,BRSP
0.64,CIZN
0.64,GGZ
0.64,HKMPF
0.64,PSBQ
0.64,WS
0.639444,GOFPY
0.639018,CTJHY
0.639,MIMTF
0.639,SZUKF
0.6374,MIOFF
0.637,GJH
0.63694823,CROMF
0.63672,EAD
0.6362,EBJGF
0.6352,BBVXF
0.6344,MITSF
0.6344,TKYMF
0.6344,TOTDF
0.6344,TYHOF
0.633976,PRLLY
0.6334,ATAZF
0.633087,EVKIY
0.631256,YORUY
0.6312,GLV
0.63,EQT
0.63,ZIPIMX
0.63,ZIPTMX
0.6297632,CBYDF
0.6297632,CRBBF
0.6297632,MLFNF
0.629706,LOTBY
0.6284,SGLJF
0.6282,HOCPF
0.6274,PBHDF
0.627,DPRTF
0.6267,AOMN
0.6262,ADKCF
0.624,NXP
0.622881,LTOUF
0.62242789,TCEYF
0.6216,BCX
0.6214,FANUF
0.6211,SVNLF
0.6204,MHC.U:CA
0.6204,MHCUF
0.62,HBAN
0.62,WPM
0.62,FXNC
0.62,RCKY
0.62,DGICB
0.6199,MHN
0.6189,TBABF
0.6187,THNPF
0.61849187,INTAF
0.61831296,FCXXF
0.61831296,FRRPF
0.618,BHV
0.618,PAI
0.6176,HSNGF
0.617466,BDOUY
0.617,AARTY
0.6169269,THNPY
0.616706,MYTAY
0.616667,KLYCY
0.616206,CSWYY
0.6158,GLPEF
0.6156,EVN
0.61557,MHGVY
0.6146,FUJHF
0.6144,MYN
0.6144,SHKBF
0.6134,JELLF
0.612443,SHTDY
0.61216,MQT
0.612073,RCWLY
0.612,BNY
0.612,HLTEF
0.612,MUE
0.612,RCS
0.6118722,CVE
0.611825,SKNVY
0.611825,STBGY
0.6112,OSGSF
0.61,G
0.61,HCKG
0.61,UNTN
0.60979,SVNLY
0.6096,EIM
0.6094,TKHCF
0.6092,EFGIF
0.60877,TBNGY
0.606,PFO
0.6044,TCNCF
0.604023,SNMRY
0.60276,ZIPIAX
0.601938,TLGPY
0.6018,SNWAF
0.6012,HMRZF
0.6011376,STN
0.6011376,DOOO
0.6011376,BIRDF
0.6011376,JWLLF
0.6011376,MLLGF
0.6011376,PMREF
0.600601,SCBFY
0.6006,TSKMF
0.6002,NONEF
0.6,NECB
0.6,FSFG
0.6,GAP
0.6,FCCO
0.6,DAL
0.6,SPFI
0.6,FCX
0.6,ESQ
0.6,EQBK
0.6,ABCB
0.6,AYI
0.6,IRMD
0.6,FHN
0.6,KNSL
0.6,BRO
0.6,BCML
0.6,HSII
0.6,HLT
0.6,KBR
0.6,H
0.6,RLJ
0.6,WSFS
0.6,ACU
0.6,EPC
0.6,ROIC
0.6,EMBC
0.6,NOMD
0.6,HXL
0.6,CCEC
0.6,CLCO
0.6,OBK
0.6,PAX
0.6,BDN
0.6,ZEUS
0.6,AATC
0.6,BFK
0.6,CEV
0.6,CHMI
0.6,CHW
0.6,CNBA
0.6,CNBN
0.6,DBIN
0.6,ESCA
0.6,ESSA
0.6,GAB
0.6,GRX
0.6,GUT
0.6,IGD
0.6,IVCB
0.6,LSFG
0.6,MIO
0.6,NXDT
0.6,RAMPF
0.6,SOMC
0.6,VFL
0.6,WHG
0.6,WIA
0.6,WSBF
0.6,ZTR
0.598,GEAGF
0.5976,EZKGF
0.5976,MRFCF
0.5976,OPKYF
0.5975,EXPGY
0.5974,KYYHF
0.5973,SRBZF
0.5965,GRPTF
0.5964,SNMYF
0.595235,FRFXF
0.594971,SAFRY
0.59479,BTA
0.594369,EDNMY
0.592156,QNTQY
0.5919,MTTWF
0.59147646,BCEXF
0.591147,UILCY
0.591,KTWIF
0.5905,PSSEF
0.5904,STSFF
0.5902,LTM
0.5898,BCKMF
0.589323,NYMTI
0.5892,TDOMF
0.5882,DOMVF
0.588,GPRK
0.588,HIX
0.587833,RBSFY
0.5878,ISUZF
0.58763,STTSY
0.587082,BNTGY
0.586872,GUDDY
0.5856,TVFCF
0.5852,MARUF
0.5848,CHHMF
0.5844,ALCKF
0.5836,JLFNF
0.58353,INFY
0.5832,BRCFF
0.5832,KGSPF
0.5824,PSHZF
0.5822,KSPHF
0.58181,RTO
0.5806,MKCLF
0.58,SBFG
0.58,SPNS
0.58,ANDGF
0.57913167,BAMGF
0.579,NGSCF
0.579,TYOYF
0.578,KBSTF
0.5775,SUPBF
0.5774,OKAMF
0.5774,RTOKF
0.5774,SSNIF
0.5766,CLIUF
0.576,ENAKF
0.576,EVF
0.576,GLO
0.576,PHK
0.575487,KGSPY
0.57537456,APPTF
0.575,ANTOF
0.575,KAJMF
0.575,MGGNF
0.5749,FLIDF
0.574626,EONGY
0.5744,WHTPF
0.5727854,SMGZY
0.57269091,TDBKF
0.572647,LDGYY
0.572512,CIXXF
0.572512,EMLAF
0.572512,LEFUF
0.572512,MRCBF
0.572512,PHXHF
0.572512,RBCPF
0.571924,GENSY
0.5714,BYLOF
0.5712,JSGCF
0.571158,AIBGY
0.571,IPXHF
0.571,TYTMF
0.5706,BRKWF
0.57,EBMT
0.57,WRB
0.57,TEI
0.569644,SDXAY
0.56947196,FRFGF
0.568927,JBAXY
0.568602,CRARY
0.568169,HCMLY
0.567,CMSQF
0.5644,RYBIF
0.563045,CRCCY
0.5629,BNHUF
0.562458,GELYY
0.562324,CMPGY
0.5622,MDNDF
0.5616,GENSF
0.5614,HTSUF
0.561113,ALORY
0.56043,NABZY
0.5604,LAND
0.5604,BSRTF
0.5604,HOM.U:CA
0.560092,KKOYY
0.56,BFST
0.56,STEL
0.56,IRDM
0.56,SGC
0.56,PROV
0.56,ICFI
0.56,ONB
0.56,HOPE
0.56,MPX
0.56,WERN
0.56,FAT
0.56,CMCL
0.56,RGP
0.56,MEI
0.56,AMBK
0.56,CEFC
0.56,ECF
0.56,FATBB
0.56,IZMIF
0.56,JCYCF
0.56,JOE
0.56,KCLI
0.56,MRX
0.56,MSWV
0.56,OPOF
0.56,PFLC
0.56,RMBI
0.56,SFDL
0.56,STRW
0.559718,HSQVY
0.5584,AKAFF
0.5584,BNNNF
0.5584,EEAEF
0.5581992,EVTZF
0.558,NUW
0.557533,EFGXY
0.5574,SPIWF
0.5568,BTT
0.556586,HXXPY
0.555286,HALMY
0.5552,KURCF
0.5552,UMICF
0.554819,SUBCY
0.554692,RAIFY
0.554,TGSNF
0.553538,SNLAY
0.5532,LNTQF
0.552900553,HELOF
0.5524,CIMO
0.5524,DLGEF
0.552272,ORKLY
0.55216,BCHEY
0.5518,TTCAF
0.5517,MPZAF
0.5514,MCR
0.551146,TMHTY
0.5506,SQNXF
0.55,METC
0.55,HNNA
0.548996,TGSGY
